name,name_en,amenity,building,healthcare,healthca_1,operator_t,capacity_p,addr_full,addr_city,source,name_ro,osm_id,osm_type,longitude,latitude
HQ Medcenter,,clinic,,,,,,,,,,5401138286,nodes,26.0079458,44.497337
Ava Clinique,,clinic,,,,,,,,survey,,2450415606,nodes,26.0471828,44.4820733
Farmacia Dona,,pharmacy,,pharmacy,,,,,Urziceni,,,9587297408,nodes,26.6427316,44.7138151
Punct Farmaceutic,,pharmacy,,pharmacy,,,,,Barcanesti,,,6660383831,nodes,26.6505196,44.6368549
Help Net,,pharmacy,,pharmacy,,,,,Urziceni,,,10732041679,nodes,26.6415873,44.7137383
Farmacia Jiului,,pharmacy,,pharmacy,,,,,,,,11248191160,nodes,26.0554198,44.4847825
Farmacie,,pharmacy,,,,,,,,survey,,2437674010,nodes,26.146288,44.4515364
Farmacia Ana Maria,,pharmacy,,pharmacy,,,,,Bucuresti,,,10727490648,nodes,26.1445217,44.4698405
Farmacie,,pharmacy,,,,,,,,,,5524525501,nodes,26.6497452,44.8735318
Dispensar Medical Glodeanu Sarat,,clinic,,,,,,,Glodeanu Sarat,,,5524380008,nodes,26.6498124,44.8734291
Dispensar Medical,,hospital,,,,,,,Boldesti,,,1723323585,nodes,26.5481651,44.8667009
EvoFarm,,pharmacy,,pharmacy,,,,,Leordeni,,,10210632732,nodes,26.2035673,44.3776949
Econofarm,,pharmacy,,,,,,,,,,8654492413,nodes,26.2269093,44.7252839
Farmacie,,pharmacy,,pharmacy,,,,,,,,4151427713,nodes,26.1866295,44.7476587
,,doctors,,doctor,,,,,,,,4819847222,nodes,26.1294219,44.4165364
Belladonna,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637675850,nodes,26.1407522,44.4153528
Farmacia Tei,,pharmacy,,pharmacy,,,,,,,Farmacia Tei,4845505321,nodes,26.141571,44.42036
Farmacia Ana Maria,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637394184,nodes,26.1260561,44.4521832
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,3092964584,nodes,26.126126,44.4522875
Cabinet dentar,,dentist,,,,,,,,,,5056052144,nodes,26.1269594,44.4533748
Stomatologie,,dentist,,dentist,,,,,,,,5056049919,nodes,26.1272068,44.4524716
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,,,6053541808,nodes,26.1272107,44.4498962
Farmacie,,pharmacy,,,,,,,,,,2402703693,nodes,26.5672116,44.6848204
Farmacia Independent Dina,,pharmacy,,pharmacy,,,,,,,,10819126415,nodes,26.3801019,44.6819865
Flavifarm,,pharmacy,,pharmacy,,,,,Branesti,,,10285518884,nodes,26.3289301,44.4614207
Plavi Farm,,pharmacy,,,,,,,Branesti,,,6468384817,nodes,26.3292226,44.4617535
Bicon Pharma,,pharmacy,,,,,,,Branesti,,,6405162203,nodes,26.3357551,44.4564194
Healthy Dent,,dentist,,,dentist,,,,Branesti,,,6343724490,nodes,26.3306769,44.460853
Farmacia Tehnofarm,,pharmacy,,,,,,,Bucuresti,"survey, field survey",,2637394294,nodes,26.1520241,44.4640564
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,"survey, field survey",,8438330915,nodes,26.1562773,44.4669393
Centrul medical NATURALIA,,hospital,,,,,,,Voluntari,,,581132183,nodes,26.1744422,44.4981209
"Centrul de Ingrijiri Paliative ,,Sfanta Irina""",,hospital,,,,,,,Voluntari,,,3773823666,nodes,26.1754403,44.497301
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,4568243607,nodes,26.1265529,44.4198341
Dental Center Baneasa,,dentist,,dentist,,,,,Bucuresti,,,450620631,nodes,26.0833652,44.4931519
Dispensar Herastrau,,doctors,,,,,,,Bucuresti,,,627329481,nodes,26.0945704,44.4789357
Help Net,,pharmacy,,pharmacy,,,,,Bucuresti,,,2484107173,nodes,26.1038599,44.4784753
Sensiblu,Sensiblu,pharmacy,,pharmacy,,,,,Bucuresti,,,4866258022,nodes,26.1027053,44.4786708
Sensiblu,,pharmacy,,pharmacy,,,,,Bucuresti,,,5180440998,nodes,26.0920059,44.4832588
Mikomed,,clinic,,,,,,,,survey,,2432495081,nodes,26.0923653,44.4800562
Anima,,doctors,,doctor,,,,,Bucuresti,,,3069844972,nodes,26.1035568,44.4801083
Dr. Max,,pharmacy,,pharmacy,,,,,Bucuresti,,,10732614219,nodes,26.1392726,44.4091738
Catena,,pharmacy,,pharmacy,,,,,Bucuresti,,,10732614221,nodes,26.1396866,44.4093712
Afina Farmacie,,pharmacy,,pharmacy,,,,,Bucuresti,MS,,2637716103,nodes,26.0939902,44.4822824
Farmacia Tei Biharia,Tei Pharmacy (Biharia),pharmacy,,,,,,,,,,10799687106,nodes,26.0970074,44.4942017
Farmacia Tei,,pharmacy,,pharmacy,,,,,,,,10727774441,nodes,26.0973319,44.49382
Dispensarul Baneasa,,,,doctor,,,,,Bucuresti,,,450603563,nodes,26.0812714,44.4912193
Regina Maria - Punct de recoltare Aerogarii Baneasa,,,,laboratory,blood_check,,,,,,,10703815644,nodes,26.0805915,44.4941399
Comfarm,,pharmacy,,pharmacy,,,,,,MS,,2637394148,nodes,26.1377639,44.445018
Help Net,,pharmacy,,pharmacy,,,,,,,,10973613914,nodes,26.2031121,44.408033
Medikali,,clinic,,clinic,,,,,Bucuresti,,,10272668792,nodes,26.2068587,44.4051309
Sensiblu,,pharmacy,,pharmacy,,,,,,,,9804205531,nodes,26.0245815,44.9415198
Sensiblu,,pharmacy,,pharmacy,,,,,Ploiesti,,,762054490,nodes,26.0250024,44.941596
Alphega,,pharmacy,,pharmacy,,,,,,,,9467713743,nodes,26.0269964,44.6779203
Dr. Sasa Mihaela Teodora,,doctors,,doctor,general,,,,,,,5721144534,nodes,23.8284713,46.5597868
Clinic Med Diagnosis,,clinic,,clinic,general;cardiology;neurology;gynaecology,private,,,Turda,,,5535975028,nodes,23.8145905,46.557097
Sensiblu,,pharmacy,,pharmacy,,,,,,,,4747374916,nodes,23.7853365,46.5728196
Ducfarm,,pharmacy,,pharmacy,,,,,,,,4747374918,nodes,23.7853374,46.5726538
Punkt,,pharmacy,,pharmacy,,,,,,,,4750904142,nodes,23.7853114,46.5723253
Dr. Daniela Powell,,doctors,,doctor,general,,,,,,,5496176639,nodes,23.7815452,46.5723253
Dr. Martian Radu-Ionut,,dentist,,dentist,,,,,,,,5496176688,nodes,23.7818291,46.5725731
Dr. Selistean Mariana,,doctors,,doctor,general,,,,,,,5806166557,nodes,23.7850045,46.5723153
Dr. Moga Georgeta & Eliade,,doctors,,doctor,internal,,,,,,,5899224681,nodes,23.7832568,46.5730148
Dental Art,,dentist,,dentist,,,,,,,,5496176695,nodes,23.7836906,46.5732989
Dr. Onisor Florin,,dentist,,dentist,,,,,,,,5779422352,nodes,23.7820684,46.57543
Dr. Angela Opincariu,,doctors,,doctor,ophthalmology,,,,,,,5779424158,nodes,23.7825151,46.5755661
Pediprax,,doctors,,doctor,paediatrics,,,,,,,5779676050,nodes,23.7822417,46.5779183
Speranta,,pharmacy,,,,,,,Aiud,data.gov.ro,,3373589973,nodes,23.7304734,46.3096226
Gavrila Dorina & Alexandra,,dentist,,dentist,,,,,,,,5575518387,nodes,23.7898504,46.5729349
Felia Fonoage,,doctors,,alternative,,,,,,,,5957540495,nodes,23.7789058,46.577963
Dr. Gligor,,dentist,,dentist,,,,,,,,6708108256,nodes,23.7802987,46.5809355
Adriamed,,pharmacy,,pharmacy,,,,,,,,6490470700,nodes,23.7808172,46.5791266
Dr. Fabian,,dentist,,dentist,,,,,,,,5957540501,nodes,23.7788788,46.5782981
Camellia,,pharmacy,,pharmacy,,,,,,,,5779676047,nodes,23.7766219,46.5799459
Dr. Orbean Liana,,doctors,,doctor,,,,,,,,5473292419,nodes,23.7880723,46.562575
Help Net,,pharmacy,,pharmacy,,,,,Turda,,,9277533315,nodes,23.7859864,46.5643049
Dr. Nicoara Liviu,,doctors,,,gynaecology,,,,,,,5135710426,nodes,23.8033584,46.5569171
Galateea,,pharmacy,,,,,,,,,,5797839079,nodes,23.7815893,46.5662785
Dr. Deak Eva,,doctors,,doctor,cardiology,,,,,,,5596413461,nodes,23.7817105,46.5673339
Dental Care,,dentist,,dentist,,,,,,,,5780010344,nodes,23.7824163,46.5671921
Opticline,,clinic,,clinic,ophthalmology,,,,,,,5480739665,nodes,23.7836697,46.5676872
Centru de vaccinare Anti COVID 19,,doctors,,,,,,,,,,8654495962,nodes,26.2265189,44.7249551
Cabinet stomatologic,,dentist,,,,,,,,,,4151427727,nodes,26.1867033,44.7473832
Farmacarmen,,pharmacy,,pharmacy,,,,,,,,5779676044,nodes,23.7753049,46.57938
Santest,,,,laboratory,,,,,,,,5552618481,nodes,23.7828608,46.5670741
Petrusdent,,dentist,,dentist,,,,,,,,5535975033,nodes,23.814151,46.557411
Sensiblu,,pharmacy,,pharmacy,,,,,,,,5981387942,nodes,23.8177221,46.5607997
Dr. Lupsan,,dentist,,dentist,,,,,,,,5863203506,nodes,23.8099742,46.5602716
Ginosan,,doctors,,doctor,gynaecology,,,,,,,5863203490,nodes,23.8099747,46.5602902
V-Dental,,dentist,,dentist,,,,,,,,5989597484,nodes,23.8121522,46.5583559
Medicis,,doctors,,doctor,cardiology;paediatrics,,,,,,,5673643369,nodes,23.8100876,46.5554724
,,dentist,,dentist,,,,,Cluj-Napocat,,,4524478734,nodes,23.6288796,46.7766033
Cabinet Stomatologic Dr. Oana Muntean,,dentist,,dentist,,,,,Cluj-Napoca,,,4524478733,nodes,23.6280061,46.7768226
Dr. Max,,pharmacy,,pharmacy,,,,,,,,10035776666,nodes,23.6288339,46.7762259
medic de familie,,hospital,,hospital,,,,,,,,6926328085,nodes,23.5763419,47.6531542
Farmacie,,pharmacy,,,,,,,,,,4637755689,nodes,23.7445441,46.5403755
,,pharmacy,,,,,,,,,,5501209394,nodes,23.6734336,46.4990537
Remedium Farm,,pharmacy,,,,,,,,,,5535975030,nodes,23.814536,46.5583248
Catena,,pharmacy,,,,,,,,,,5535975040,nodes,23.8144605,46.5583234
,,pharmacy,,,,,,,,,,7728806685,nodes,23.8419533,46.1898829
Spital Vechi,,hospital,,,,,,,,,,4934393440,nodes,23.8435976,46.3858476
Estiafarm,,pharmacy,,,,,,,,,,5535975038,nodes,23.8141428,46.5578918
Farmacia Phital,,pharmacy,,,,,,,,,,445505362,nodes,23.5625274,47.66436
Atlas Farm,,pharmacy,,,,,,,,,,5664013342,nodes,23.7094538,47.6325655
Synevo,,,,laboratory,,,,,Baia Mare,,,6229549960,nodes,23.5570959,47.6553582
Farmacia Helena,,pharmacy,,pharmacy,,,,,Baia Mare,Survey 10 December 2012,,2564169115,nodes,23.5572244,47.6563116
,,pharmacy,,pharmacy,,,,,Carastelec,,,8675314507,nodes,22.6944904,47.2995715
Richter,,pharmacy,,,,,,,,,,1198062322,nodes,23.5505905,47.6509732
Harsan Carmen Liliana,,doctors,,doctor,psychiatry,,,,,,,5502932418,nodes,23.764646,46.5797503
Farmacia Butas,,pharmacy,,,,,,,,,,1954694054,nodes,22.3494705,46.6675361
,,hospital,,,,,,,,,,560454072,nodes,23.5902518,47.6611589
Centrul medical Pro Diagnostic,,clinic,,,,,,,Techirghiol,,,4265683500,nodes,28.5995028,44.0529783
HelpNet,,pharmacy,,pharmacy,,,,,Ploiesti,,,4321791261,nodes,26.0205676,44.9436121
Maxi Farma,,pharmacy,,pharmacy,,,,,Ploiesti,,,4321791404,nodes,26.0213848,44.9445228
Dona,,pharmacy,,pharmacy,,,,,,,,8246337259,nodes,26.0209021,44.9440848
Farmacie,,pharmacy,,,,,,,,,,5385867623,nodes,26.1467764,44.9627987
Farmacie,,pharmacy,,,,,,,,,,5385868021,nodes,26.1489263,44.9616994
,,pharmacy,,,,,,,,,,6245613833,nodes,26.0343468,44.945687
Dona,,pharmacy,,,,,,,,,,2677441223,nodes,26.0299332,44.9429638
Farmina,,pharmacy,,pharmacy,,,,,Poiana Brasov,,,9007538719,nodes,25.5539722,45.5970726
Dentrix Stomatologie,,dentist,,dentist,,,,,Brasov,,,4260504156,nodes,25.6069905,45.665273
Sanlife Excell - cabinet stomatologic,,dentist,,dentist,,,,,Zarnesti,,,10556338967,nodes,25.3636996,45.5751758
Catena,,pharmacy,,pharmacy,,,,,Zarnesti,,,10309443998,nodes,25.3382643,45.5693599
Farmacie umana si veterinara,,pharmacy,,pharmacy,,,,,Zarnesti,,,5739117590,nodes,25.3558882,45.5720962
Catena,,pharmacy,,pharmacy,,,,,Brasov,,,9602656883,nodes,25.6221006,45.6394335
Catena,,pharmacy,,pharmacy,,,,,Brasov,,,7060110385,nodes,25.6315976,45.6360236
,,dentist,,dentist,,,,,,,,9180795170,nodes,25.6280657,45.6474293
Clasic Dent,,dentist,,dentist,,,,,Brasov,,,9197426042,nodes,25.628326,45.6472023
SmileLab,,dentist,,dentist,,,,,,,,9930968374,nodes,25.6056363,45.632849
Farmacom,,pharmacy,,pharmacy,,,,,,,,1923428335,nodes,25.6056814,45.6329079
Farmacom,,pharmacy,,pharmacy,,,,,Brasov,,,2791924583,nodes,25.6272371,45.6498904
Catena + Farmacie,,pharmacy,,,,,,,Brasov,,,3201136969,nodes,25.5996775,45.6491105
,,dentist,,dentist,,,,,,,,6948589590,nodes,25.5949397,45.6531441
Prima Farm SRL,,pharmacy,,pharmacy,,,,,Sibiu,,,5963220028,nodes,24.1364062,45.7888225
DigiRay Strand,,,,laboratory,radiology;dentistry,,,,,,,11109520162,nodes,24.1363853,45.7882894
Farmacia Help Net,,pharmacy,,pharmacy,,,,,Sibiu,,,1162088419,nodes,24.134355,45.7890947
Cabinet medical privat Radu Dumitru,,doctors,,doctor,gynaecology,,,,,,,11092861746,nodes,24.1340561,45.7900171
Laborator analize Bioclinica,,,,laboratory,,,,,Sibiu,,,9705719164,nodes,24.136331,45.7885774
Dona,,pharmacy,,pharmacy,,,,,,,,11188392793,nodes,24.1352556,45.7887321
Farmacia Bajan,,pharmacy,,pharmacy,,,,,,,,5826343394,nodes,24.1853315,45.0791196
Synevo,,clinic,,laboratory,,,,,,,,10814239854,nodes,25.6282436,45.6426303
SIMOFARM S.R.L.,,pharmacy,,pharmacy,,,,,,,,10073734898,nodes,24.8398887,45.8179374
Farmacia Dona,,pharmacy,,pharmacy,,,,,Fagaras,,,4056009877,nodes,24.9742906,45.8430907
Vitafarm,,pharmacy,,pharmacy,,,,,Fagaras,,,2438050194,nodes,24.9708776,45.8432418
Vetardom - farmacie veterinara,,pharmacy,,pharmacy,,,,,Fagaras,,,4069865120,nodes,24.97862,45.84245
,,pharmacy,,pharmacy,,,,,,,,6054062202,nodes,24.147914,45.8062014
,,pharmacy,,pharmacy,,,,,,,,6054062404,nodes,24.1456143,45.7992739
Clinica AMAMED Pavilion B,,hospital,,,,,,,,,,4828443553,nodes,24.1174161,45.1716687
Clinica AMAMED pavilion A,,hospital,,,,,,,,,,4828443540,nodes,24.1171251,45.1721416
Clinica AMAMED Pavilion C,,hospital,,,,,,,,,,4828443554,nodes,24.1171043,45.1720058
Cabinet stomatologic,,dentist,,,,,,,,,,5044921714,nodes,24.388139,45.0637861
Farmacia Raluconsfarm,,pharmacy,,,,,,,,,,3946131489,nodes,24.4542112,45.8955586
Centrul medical Alessia,,doctors,,,,,,,,,,6054061695,nodes,24.1462616,45.795622
Centru de vaccinare Covid19,,,,vaccination_centre,,,,,,,,8757291042,nodes,24.3721436,45.0976494
Catena,,pharmacy,,pharmacy,,,,,Rasnov,,,6389263920,nodes,25.4643917,45.5922558
Farmacom 230,,pharmacy,,pharmacy,,,,,Brasov,,,2375942311,nodes,25.6361371,45.6385273
Centru de vaccinare Covid19,,,,vaccination_centre,,,,,,,,8757615934,nodes,24.342718,45.2400349
Centru de vaccinare Covid19,,,,vaccination_centre,,,,,,,,8757153750,nodes,24.3720776,45.1055049
Zip Dent,,dentist,,dentist,,,,,Ramnicu Valcea,,,10923529279,nodes,24.3743861,45.0908636
,,pharmacy,,pharmacy,,,,,,,,5840108849,nodes,24.3603029,45.1026795
Medvil,,clinic,,clinic,,,,,Ramnicu Valcea,,,8808212772,nodes,24.3621347,45.0997307
Farmacia Bajan,,pharmacy,,pharmacy,,,,,Ramnicu Valcea,,,10862753410,nodes,24.3587869,45.1031564
Farmacon,,pharmacy,,pharmacy,,,,,,,,9020317320,nodes,24.6275646,45.9758481
Clinica Rapitest,,clinic,,clinic,,,,,Ramnicu Valcea,,,8807073532,nodes,24.3637161,45.1168446
Catena,,pharmacy,,pharmacy,,,,,,,,11055324136,nodes,24.3634635,45.1137385
,,doctors,,,,,,,,,,6054062292,nodes,24.1483294,45.7939278
,,doctors,,,,,,,,,,6054062294,nodes,24.1480681,45.7936758
,,doctors,,,,,,,,,,6054075885,nodes,24.1442761,45.7897884
Farmacie Amedeea,,pharmacy,,,,,,,,,,3164459231,nodes,25.3665786,45.5175989
Farmacia Bajan,Bajan Pharmacy,pharmacy,,,,,,,,,,9726074817,nodes,24.3642568,45.1148759
Cabinet medicina de familie,,doctors,,,,,,,,,,5394362322,nodes,25.6270123,45.6396598
Plafar Cozia,,pharmacy,,,,,,,,survey by Florentin Pandele,,3163350394,nodes,24.3214377,45.2599354
Dispensarul Budesti,,hospital,,,,,,,,,,5044921707,nodes,24.3875851,45.0641649
Farmacie,Pharmacy,pharmacy,,,,,,,,,,6499575688,nodes,25.2861471,45.0351945
Flora,,pharmacy,,,,,,,Voinesti,survey 09.08.2015,,3688516210,nodes,25.2524504,45.066306
Farmmixt,,pharmacy,,,,,,,,,,5180541973,nodes,24.3661078,45.1007417
Melisefarm,,pharmacy,,pharmacy,,,,,,,,6256519715,nodes,24.1777978,45.0804648
Farmacia Bajan,,pharmacy,,pharmacy,,,,,Baile Olanesti,,,2344021196,nodes,24.2388582,45.2041366
Farmacia Anomis,,pharmacy,,pharmacy,,,,,,,,9300995796,nodes,25.0561711,45.278723
"Camin de batrani ,,Bio Casanova""",,,,hospice,,,,,Troian,,,6091816214,nodes,24.3447837,45.0771494
Farmacia Imbufarm,,pharmacy,,,,,,,,survey,,2984123483,nodes,25.3049773,45.4649014
Spitalul Domnesti,,hospital,,,,,,,,,,4716690792,nodes,24.8421847,45.1984745
Farmacie,,pharmacy,,,,,,,,,,3037382891,nodes,24.655687,45.3054744
Dispensar Corbeni,,doctors,,,,,,,,,,3037382889,nodes,24.6578692,45.3050218
Farmec-Denis,,pharmacy,,,,,,,,,,4295981915,nodes,24.6718598,45.1636784
Medica Farmadin,,pharmacy,,,,,,,Curtea de Arges,,,4290036619,nodes,24.6746991,45.1388371
,,pharmacy,,,,,,,,,,7834934690,nodes,25.0594877,45.2805753
Clinica Dentara,,dentist,,dentist,,,,,,,,11080676327,nodes,24.3558434,45.1056942
Farmacie,,pharmacy,,pharmacy,,,,,,,,7301142885,nodes,24.5606033,45.1371166
Cabinet medical dr. Stroia Maria,,doctors,,doctor,,,,,,,,8906840376,nodes,25.5343525,45.412758
Centru de vaccinare Covid19 Buleta,,,,vaccination_centre,,,,,,,,8757396771,nodes,24.2529495,45.0394167
Dispensar Buleta,,hospital,,clinic,,,,,Buleta,,,9976812529,nodes,24.2539393,45.0386697
Farmacie Buleta,,pharmacy,,pharmacy,,,,,Buleta,,,9976812528,nodes,24.2538492,45.038812
Regina Maria,,clinic,,clinic,,,,,Brasov,,,6614650195,nodes,25.6207072,45.6459084
Dr. Claudia Ulieru,,doctors,,doctor,,,,,Brasov,,,3220369338,nodes,25.6198234,45.6443079
Dr. Anca Lacatus,,doctors,,doctor,,,,,Brasov,,,10036172930,nodes,25.6198623,45.64426
Farmacia Farmaline,,pharmacy,,pharmacy,,,,,Busteni,,,9575392485,nodes,25.5343389,45.4127258
,,,,physiotherapist,,,,,,,,3088889279,nodes,25.0456179,45.2720252
Farmacia Saldovin,,pharmacy,,pharmacy,,,,,,,,3088894160,nodes,25.0445755,45.2714175
Catena,,pharmacy,,pharmacy,,,,,,,,10278335456,nodes,25.0447228,45.2709295
Catena,,pharmacy,,pharmacy,,,,,,,,3088894161,nodes,25.0452662,45.2746001
C.M.I.S. Dr. Mircescu Camelia Adina,,dentist,,dentist,,,,,Campulung,,,9197977579,nodes,25.0461818,45.2751991
Farmacia Dona,,pharmacy,,pharmacy,,,,,,,,10278335454,nodes,25.0440835,45.2705338
Farmacia Vitalia,,pharmacy,,pharmacy,,,,,Cetateni,,,10255123715,nodes,25.2112496,45.1917182
Farmacia Saldovin,,pharmacy,,pharmacy,,,,,Cetateni,,,10255113663,nodes,25.2114182,45.1911935
Centrul Medical Rec Med,,clinic,,clinic,,,,,Baile Govora,,,6256519716,nodes,24.182595,45.0803716
,,pharmacy,,,,,,,,,,3578366451,nodes,24.3659647,45.1020498
Spitalul Pneumoftiziologie Campulung TBC,,hospital,,,,,,,,,,2096757003,nodes,25.047536,45.2777752
Dispensar Poienari,,clinic,,,,,,,,,,4899338054,nodes,25.0549245,45.2172474
,,pharmacy,,,,,,,,,,3671332429,nodes,25.1723642,45.2521717
Centru de vaccinare Covid19,,,,vaccination_centre,,,,,,,,8757348084,nodes,24.3316675,45.0307517
,,pharmacy,,pharmacy,,,,,,,,10760685751,nodes,24.4800301,45.0973929
Farmacie,,pharmacy,,pharmacy,,,,,Poiana Marului,,,6610062185,nodes,25.3073485,45.6049069
Spitalul Clinic Judetean de Urgenta,,hospital,,hospital,,,,,Brasov,,,353078061,nodes,25.6203143,45.6485545
"Spitalul Judetean, Policlinica",,hospital,,hospital,,,,,,,,251171403,nodes,25.6203539,45.648131
Dispensar Magura,,clinic,,clinic,,,,,,,,10661057063,nodes,24.2427689,45.0079225
Cabinet stomatologic,,dentist,,dentist,,,,,Magura,,,10660649968,nodes,24.24201,45.0044305
Affidea,,clinic,,,,,,,,,,11254642051,nodes,25.620118,45.64773
Dispensar Bradulet,,hospital,,hospital,,,,,,,,4937433396,nodes,24.7833511,45.276425
,,pharmacy,,pharmacy,,,,,,,,10089687717,nodes,24.7779227,45.2660684
Dispensar Domnesti,,doctors,,doctor,,,,,,,,5289495893,nodes,24.8419553,45.2073779
Dispensarul Medical,,doctors,,doctor,,,,,,,,11018902286,nodes,24.6183981,45.7311263
,,pharmacy,,pharmacy,,,,,,,,11018902285,nodes,24.6186338,45.7309854
Sensiblu,,pharmacy,,pharmacy,,,,,,,,4310674682,nodes,25.549594,45.3516093
Dr. Max,,pharmacy,,pharmacy,,,,,Sinaia,,,8847588104,nodes,25.5496051,45.351864
Dr. Max,,pharmacy,,pharmacy,,,,,Sinaia,,,9574558992,nodes,25.5501845,45.351916
Medimfarm,,pharmacy,,pharmacy,,,,,,,,6442290416,nodes,25.5486853,45.3497448
Farmacia dona,,pharmacy,,pharmacy,,,,,,,,11055324124,nodes,24.3688803,45.108722
Clinica Pausa,,clinic,,clinic,,,,,,,,3163350455,nodes,24.3302594,45.2581005
Farmacia Catena,,pharmacy,,pharmacy,,,,,Brasov,,,3758561429,nodes,25.6239232,45.653819
Farmacia Verde,,pharmacy,,,,,,,Ramnicu Valcea,,,2415706999,nodes,24.3632384,45.1118444
Kalmus,,pharmacy,,,,,,,,,,4362323389,nodes,24.5771157,45.7280682
Kalmus,,pharmacy,,,,,,,,,,5340375818,nodes,25.0119598,45.7537037
Farmacia dora,,pharmacy,,pharmacy,,,,,,,,3398550646,nodes,24.7004677,45.7332515
,,hospital,,hospital,,,,,,,,2483627136,nodes,24.7057415,45.7258055
Catena,,pharmacy,,pharmacy,,,,,Brasov,,,1572730195,nodes,25.6150977,45.6539792
Farmacom,Farmacom,pharmacy,,pharmacy,,,,,Brasov,,Farmacom,5084190224,nodes,25.5928807,45.6417226
Spital,,hospital,,hospital,,,,,,,,1507194879,nodes,25.5472836,45.3484972
Ambulatoriu pediatrie,,hospital,,hospital,,,,,,,,2411446004,nodes,25.546908,45.3488105
Farmacie Farmaline,,pharmacy,,pharmacy,,,,,,,,6442290409,nodes,25.548332,45.349461
Medlife Analize Medicale,,,,laboratory,,,,,,,,11097774797,nodes,24.1337122,45.7839299
Cabinet Ortodontie Dr. Strajan Annamaria,,doctors,,doctor,,,,,,,,6054061704,nodes,24.1519403,45.7992957
,,pharmacy,,pharmacy,,,,,,,,487081366,nodes,24.1504075,45.7996045
,,pharmacy,,pharmacy,,,,,,,,599291009,nodes,24.1336762,45.804198
Conf. Dr. Hasegan Adrian,,doctors,,doctor,,,,,Sibiu,,,5016858340,nodes,24.1313237,45.8001117
Dispensar Caineni,,hospital,,clinic,,,,,Cainenii Mici,,,6285457053,nodes,24.309386,45.4938556
Polisano Pharma,,pharmacy,,,,,,,,,,956243203,nodes,24.1481377,45.7735346
,,doctors,,,,,,,,,,673937948,nodes,24.1472221,45.7776284
Cabinet Medicina Dentara Dr.Szekely,,dentist,,,,,,,,,,9399668448,nodes,24.1547509,45.774161
Farmacia Farmacon,,pharmacy,,,,,,,,,,582717688,nodes,24.1481177,45.7729555
Dental Stone,,dentist,,,,,,,Busteni,,,5742858838,nodes,25.5374141,45.4168695
Farmacia Kalmus,,pharmacy,,,,,,,,,,4849890389,nodes,24.307365,45.4720211
Medifarm,,pharmacy,,pharmacy,,,,,Predeal,,,4316712567,nodes,25.5742086,45.5047336
Asclepyos,,pharmacy,,pharmacy,,,,,Predeal,,,3664157310,nodes,25.5750026,45.5060719
Dispensar policlinic Predeal,,hospital,,hospital,,,,,Predeal,,,3610456085,nodes,25.5740897,45.5088504
Cabinet medical,,doctors,,doctor,,,,,,,,9948911908,nodes,24.3961895,45.3719904
Maternitatea de Psihologie,,hospital,,hospital,,,,,,,,482810761,nodes,24.1564076,45.8071281
Dispensar,,hospital,,,,,,,,,,304665340,nodes,25.5372392,45.1673009
Catena Farmacie,,pharmacy,,,,,,,,,,1221342375,nodes,24.1516199,45.7143449
Farmacie,,pharmacy,,,,,,,,,,1221342853,nodes,24.1394995,45.7101929
Farmacie Polisano,,pharmacy,,,,,,,,,,1221342685,nodes,24.1444777,45.7105375
Farmacie Dr. Max,,pharmacy,,,,,,,,,,10961019577,nodes,24.1507956,45.7140635
,,doctors,,,,,,,,,,6521724514,nodes,24.3761349,45.7206814
,,doctors,,,,,,,,,,6521793485,nodes,24.376199,45.7206983
Farmacie,,pharmacy,,,,,,,Turnu Rosu,,,4778483379,nodes,24.2992799,45.6418318
polisano pharma,,pharmacy,,,,,,,,,,6054062493,nodes,24.1571352,45.7988116
,,pharmacy,,,,,,,,,,487081174,nodes,24.1574113,45.7984847
Maternitatea Ramnicu Valcea,,hospital,,hospital,,,,,Ramnicu Valcea,,Maternitatea Ramnicu Valcea,4427052490,nodes,24.3789597,45.1060512
Catena,,pharmacy,,pharmacy,,,,,,,,2438061184,nodes,24.969538,45.8363052
Clinica de diagnoza si tratament CNNA,,clinic,,clinic,,,,,Fagaras,,,4197397086,nodes,24.9682803,45.8354771
Pediatrie,,hospital,,hospital,,,,,,,,3645309263,nodes,24.9593017,45.8417856
Catena,,pharmacy,,pharmacy,,,,,,,,2400422333,nodes,24.9716919,45.8445114
Almodent Smile,,dentist,,dentist,,,,,Fagaras,,,2400395226,nodes,24.9722912,45.8458818
Catena,,pharmacy,,pharmacy,,,,,,,,4062087132,nodes,24.965765,45.84369
Medlife,,clinic,,clinic,,,,,,,,4062090075,nodes,24.96558,45.84368
Cleopatra,,pharmacy,,pharmacy,,,,,,,,582696989,nodes,24.1496919,45.8085949
Pharma Oliv,,pharmacy,,pharmacy,,,,,,,,6466741802,nodes,24.0431652,45.3527541
Fito Farmacie,,pharmacy,,pharmacy,,,,,,,,10657587501,nodes,24.0552116,45.8333069
Cabinet stomatologic Dr. Scridon Marius,,dentist,,dentist,,,,,,,,11071481962,nodes,24.1497716,45.7811581
